,Toll,Vehicle,Type,trxtime
2,C,X148,Car,2022-08-20 12:38:00
3,D,X148,Car,2022-08-20 13:29:00
0,D,X149,Truck,2022-08-20 09:47:00
1,C,X149,Truck,2022-08-20 12:30:00
2,B,X149,Truck,2022-08-20 12:39:00
3,A,X149,Truck,2022-08-20 15:58:00
0,A,X150,Truck,2022-08-20 06:48:00
1,B,X150,Truck,2022-08-20 09:50:00
2,C,X150,Truck,2022-08-20 10:18:00
3,D,X150,Truck,2022-08-20 11:18:00
0,D,X151,Car,2022-08-20 18:50:00
1,C,X151,Car,2022-08-20 19:17:00
2,B,X151,Car,2022-08-20 19:26:00
3,A,X151,Car,2022-08-20 23:00:00
0,A,X152,Car,2022-08-20 14:01:00
1,B,X152,Car,2022-08-20 16:33:00
2,C,X152,Car,2022-08-20 16:58:00
3,D,X152,Car,2022-08-20 18:00:00
0,D,X153,Tempo,2022-08-20 11:48:00
1,C,X153,Tempo,2022-08-20 13:08:00
2,B,X153,Tempo,2022-08-20 13:28:00
3,A,X153,Tempo,2022-08-20 16:34:00
0,A,X154,Tempo,2022-08-20 22:32:00
1,B,X154,Tempo,2022-08-21 00:55:00
2,C,X154,Tempo,2022-08-21 01:05:00
3,D,X154,Tempo,2022-08-21 02:07:00
0,D,X155,Truck,2022-08-20 04:03:00
1,C,X155,Truck,2022-08-20 06:28:00
2,B,X155,Truck,2022-08-20 06:45:00
3,A,X155,Truck,2022-08-20 10:07:00
0,A,X156,Car,2022-08-20 07:35:00
1,B,X156,Car,2022-08-20 09:19:00
2,C,X156,Car,2022-08-20 09:34:00
3,D,X156,Car,2022-08-20 10:35:00
0,D,X157,Tempo,2022-08-20 21:08:00
1,C,X157,Tempo,2022-08-20 21:51:00
2,B,X157,Tempo,2022-08-20 22:14:00
3,A,X157,Tempo,2022-08-21 02:17:00
0,A,X158,Car,2022-08-20 20:07:00
1,B,X158,Car,2022-08-20 22:34:00
2,C,X158,Car,2022-08-20 22:52:00
3,D,X158,Car,2022-08-20 23:32:00
0,D,X159,Tempo,2022-08-20 05:43:00
1,C,X159,Tempo,2022-08-20 06:36:00
2,B,X159,Tempo,2022-08-20 07:01:00
3,A,X159,Tempo,2022-08-20 10:42:00
0,A,X160,Truck,2022-08-20 18:28:00
1,B,X160,Truck,2022-08-20 21:07:00
2,C,X160,Truck,2022-08-20 21:22:00
3,D,X160,Truck,2022-08-20 22:30:00
0,D,X161,Truck,2022-08-20 21:46:00
1,C,X161,Truck,2022-08-21 00:10:00
2,B,X161,Truck,2022-08-21 00:30:00
3,A,X161,Truck,2022-08-21 03:19:00
0,A,X162,Tempo,2022-08-20 00:56:00
1,B,X162,Tempo,2022-08-20 02:57:00
2,C,X162,Tempo,2022-08-20 03:19:00
3,D,X162,Tempo,2022-08-20 04:36:00
0,D,X163,Tempo,2022-08-20 21:26:00
1,C,X163,Tempo,2022-08-20 22:37:00
2,B,X163,Tempo,2022-08-20 22:52:00
3,A,X163,Tempo,2022-08-21 02:35:00
0,A,X164,Car,2022-08-20 18:18:00
1,B,X164,Car,2022-08-20 20:54:00
2,C,X164,Car,2022-08-20 21:13:00
3,D,X164,Car,2022-08-20 22:27:00
0,D,X165,Car,2022-08-20 03:46:00
1,C,X165,Car,2022-08-20 04:42:00
2,B,X165,Car,2022-08-20 04:56:00
3,A,X165,Car,2022-08-20 08:24:00
0,A,X166,Truck,2022-08-20 08:29:00
1,B,X166,Truck,2022-08-20 10:22:00
2,C,X166,Truck,2022-08-20 10:39:00
3,D,X166,Truck,2022-08-20 11:32:00
0,D,X167,Tempo,2022-08-20 02:11:00
1,C,X167,Tempo,2022-08-20 03:07:00
2,B,X167,Tempo,2022-08-20 03:28:00
3,A,X167,Tempo,2022-08-20 06:30:00
0,A,X168,Truck,2022-08-20 16:56:00
1,B,X168,Truck,2022-08-20 18:39:00
2,C,X168,Truck,2022-08-20 18:48:00
3,D,X168,Truck,2022-08-20 19:55:00
0,D,X169,Truck,2022-08-20 06:03:00
1,C,X169,Truck,2022-08-20 08:09:00
2,B,X169,Truck,2022-08-20 08:29:00
3,A,X169,Truck,2022-08-20 11:38:00
0,A,X170,Truck,2022-08-20 21:56:00
1,B,X170,Truck,2022-08-21 00:27:00
2,C,X170,Truck,2022-08-21 00:48:00
3,D,X170,Truck,2022-08-21 02:12:00
0,D,X171,Truck,2022-08-20 03:30:00
1,C,X171,Truck,2022-08-20 05:10:00
2,B,X171,Truck,2022-08-20 05:23:00
3,A,X171,Truck,2022-08-20 08:47:00
0,A,X172,Truck,2022-08-20 11:18:00
1,B,X172,Truck,2022-08-20 13:11:00
2,C,X172,Truck,2022-08-20 13:30:00
3,D,X172,Truck,2022-08-20 14:33:00
0,D,X173,Tempo,2022-08-20 06:46:00
1,C,X173,Tempo,2022-08-20 07:41:00
2,B,X173,Tempo,2022-08-20 08:09:00
3,A,X173,Tempo,2022-08-20 11:28:00
0,A,X174,Car,2022-08-20 04:00:00
1,B,X174,Car,2022-08-20 06:08:00
2,C,X174,Car,2022-08-20 06:29:00
3,D,X174,Car,2022-08-20 07:53:00
0,D,X175,Car,2022-08-20 17:02:00
1,C,X175,Car,2022-08-20 18:13:00
2,B,X175,Car,2022-08-20 18:26:00
3,A,X175,Car,2022-08-20 21:37:00
0,A,X176,Car,2022-08-20 11:30:00
1,B,X176,Car,2022-08-20 13:40:00
2,C,X176,Car,2022-08-20 13:55:00
3,D,X176,Car,2022-08-20 14:50:00
0,D,X177,Truck,2022-08-20 15:22:00
1,C,X177,Truck,2022-08-20 17:56:00
2,B,X177,Truck,2022-08-20 18:20:00
3,A,X177,Truck,2022-08-20 21:45:00
0,A,X178,Truck,2022-08-20 14:30:00
1,B,X178,Truck,2022-08-20 16:57:00
2,C,X178,Truck,2022-08-20 17:22:00
3,D,X178,Truck,2022-08-20 18:26:00
0,D,X179,Truck,2022-08-20 15:17:00
1,C,X179,Truck,2022-08-20 17:44:00
2,B,X179,Truck,2022-08-20 18:11:00
3,A,X179,Truck,2022-08-20 21:05:00
0,A,X180,Tempo,2022-08-20 02:26:00
1,B,X180,Tempo,2022-08-20 05:09:00
2,C,X180,Tempo,2022-08-20 05:29:00
3,D,X180,Tempo,2022-08-20 07:06:00
0,D,X181,Car,2022-08-20 00:54:00
1,C,X181,Car,2022-08-20 02:15:00
2,B,X181,Car,2022-08-20 02:39:00
3,A,X181,Car,2022-08-20 05:35:00
0,B,X182,Car,2022-08-20 02:32:00
1,C,X182,Car,2022-08-20 02:57:00
2,D,X182,Car,2022-08-20 04:11:00
0,D,X183,Truck,2022-08-20 00:37:00
1,C,X183,Truck,2022-08-20 02:58:00
2,B,X183,Truck,2022-08-20 03:20:00
3,A,X183,Truck,2022-08-20 06:59:00
0,A,X184,Car,2022-08-20 14:36:00
1,B,X184,Car,2022-08-20 16:16:00
2,C,X184,Car,2022-08-20 16:37:00
3,D,X184,Car,2022-08-20 17:23:00
0,D,X185,Truck,2022-08-20 21:20:00
1,C,X185,Truck,2022-08-20 23:46:00
2,B,X185,Truck,2022-08-21 00:02:00
3,A,X185,Truck,2022-08-21 03:20:00
0,A,X186,Truck,2022-08-20 16:58:00
1,B,X186,Truck,2022-08-20 19:08:00
2,C,X186,Truck,2022-08-20 19:27:00
3,D,X186,Truck,2022-08-20 20:16:00
0,D,X187,Truck,2022-08-20 22:03:00
1,C,X187,Truck,2022-08-21 00:48:00
2,B,X187,Truck,2022-08-21 01:10:00
3,A,X187,Truck,2022-08-21 04:17:00
0,A,X188,Car,2022-08-20 13:48:00
1,B,X188,Car,2022-08-20 16:24:00
2,C,X188,Car,2022-08-20 16:44:00
3,D,X188,Car,2022-08-20 17:23:00
0,D,X189,Car,2022-08-20 11:57:00
1,C,X189,Car,2022-08-20 13:15:00
2,B,X189,Car,2022-08-20 13:35:00
3,A,X189,Car,2022-08-20 16:50:00
0,A,X190,Tempo,2022-08-20 07:13:00
1,B,X190,Tempo,2022-08-20 08:59:00
2,C,X190,Tempo,2022-08-20 09:24:00
3,D,X190,Tempo,2022-08-20 10:03:00
0,D,X191,Car,2022-08-20 16:35:00
1,C,X191,Car,2022-08-20 17:28:00
2,B,X191,Car,2022-08-20 17:45:00
3,A,X191,Car,2022-08-20 20:47:00
0,A,X192,Truck,2022-08-20 05:00:00
1,B,X192,Truck,2022-08-20 07:52:00
2,C,X192,Truck,2022-08-20 08:20:00
3,D,X192,Truck,2022-08-20 09:34:00
0,D,X193,Truck,2022-08-20 00:34:00
1,C,X193,Truck,2022-08-20 02:52:00
2,B,X193,Truck,2022-08-20 03:18:00
3,A,X193,Truck,2022-08-20 06:05:00
0,A,X194,Truck,2022-08-20 09:55:00
1,B,X194,Truck,2022-08-20 11:30:00
2,C,X194,Truck,2022-08-20 11:56:00
3,D,X194,Truck,2022-08-20 13:09:00
0,D,X195,Tempo,2022-08-20 17:25:00
1,C,X195,Tempo,2022-08-20 18:19:00
2,B,X195,Tempo,2022-08-20 18:40:00
3,A,X195,Tempo,2022-08-20 21:42:00
0,A,X196,Car,2022-08-20 01:57:00
1,B,X196,Car,2022-08-20 04:31:00
2,C,X196,Car,2022-08-20 04:50:00
3,D,X196,Car,2022-08-20 05:38:00
0,D,X197,Tempo,2022-08-20 10:35:00
1,C,X197,Tempo,2022-08-20 11:43:00
2,B,X197,Tempo,2022-08-20 12:08:00
3,A,X197,Tempo,2022-08-20 15:52:00
0,A,X198,Truck,2022-08-20 12:08:00
1,B,X198,Truck,2022-08-20 13:52:00
2,C,X198,Truck,2022-08-20 14:11:00
3,D,X198,Truck,2022-08-20 15:24:00
0,D,X199,Truck,2022-08-20 10:35:00
1,C,X199,Truck,2022-08-20 12:51:00
2,B,X199,Truck,2022-08-20 13:03:00
3,A,X199,Truck,2022-08-20 16:13:00
0,A,X200,Tempo,2022-08-20 20:52:00
1,B,X200,Tempo,2022-08-20 23:04:00
2,C,X200,Tempo,2022-08-20 23:25:00
3,D,X200,Tempo,2022-08-21 00:56:00
0,D,X201,Tempo,2022-08-20 19:11:00
1,C,X201,Tempo,2022-08-20 19:50:00
2,B,X201,Tempo,2022-08-20 20:07:00
3,A,X201,Tempo,2022-08-20 23:34:00
0,A,X202,Car,2022-08-20 04:23:00
1,B,X202,Car,2022-08-20 06:32:00
2,C,X202,Car,2022-08-20 06:54:00
3,D,X202,Car,2022-08-20 08:09:00
0,D,X203,Car,2022-08-20 07:29:00
1,C,X203,Car,2022-08-20 08:35:00
2,B,X203,Car,2022-08-20 08:53:00
3,A,X203,Car,2022-08-20 12:29:00
0,A,X204,Car,2022-08-20 18:19:00
1,B,X204,Car,2022-08-20 20:14:00
2,C,X204,Car,2022-08-20 20:35:00
3,D,X204,Car,2022-08-20 21:56:00
0,D,X205,Car,2022-08-20 06:08:00
1,C,X205,Car,2022-08-20 07:00:00
2,B,X205,Car,2022-08-20 07:30:00
3,A,X205,Car,2022-08-20 11:16:00
0,A,X206,Truck,2022-08-20 04:17:00
1,B,X206,Truck,2022-08-20 05:20:00
2,C,X206,Truck,2022-08-20 05:42:00
3,D,X206,Truck,2022-08-20 06:13:00
0,D,X207,Tempo,2022-08-20 16:47:00
1,C,X207,Tempo,2022-08-20 17:49:00
2,B,X207,Tempo,2022-08-20 18:01:00
3,A,X207,Tempo,2022-08-20 21:13:00
0,A,X208,Car,2022-08-20 21:44:00
1,B,X208,Car,2022-08-20 23:09:00
2,C,X208,Car,2022-08-20 23:28:00
3,D,X208,Car,2022-08-21 00:54:00
0,D,X209,Car,2022-08-20 05:02:00
1,C,X209,Car,2022-08-20 06:15:00
2,B,X209,Car,2022-08-20 06:33:00
3,A,X209,Car,2022-08-20 10:01:00
0,A,X210,Truck,2022-08-20 21:00:00
1,B,X210,Truck,2022-08-20 23:40:00
2,C,X210,Truck,2022-08-20 23:54:00
3,D,X210,Truck,2022-08-21 00:46:00
0,D,X211,Car,2022-08-20 19:50:00
1,C,X211,Car,2022-08-20 21:00:00
2,B,X211,Car,2022-08-20 21:25:00
3,A,X211,Car,2022-08-21 00:23:00
0,A,X212,Tempo,2022-08-20 21:18:00
1,B,X212,Tempo,2022-08-20 22:32:00
2,C,X212,Tempo,2022-08-20 22:49:00
3,D,X212,Tempo,2022-08-20 23:40:00
0,D,X213,Car,2022-08-20 05:03:00
1,C,X213,Car,2022-08-20 05:57:00
2,B,X213,Car,2022-08-20 06:14:00
3,A,X213,Car,2022-08-20 09:38:00
0,A,X214,Truck,2022-08-20 12:16:00
1,B,X214,Truck,2022-08-20 14:08:00
2,C,X214,Truck,2022-08-20 14:21:00
3,D,X214,Truck,2022-08-20 15:45:00
0,D,X215,Truck,2022-08-20 21:16:00
1,C,X215,Truck,2022-08-20 23:48:00
2,B,X215,Truck,2022-08-21 00:15:00
3,A,X215,Truck,2022-08-21 03:32:00
0,A,X216,Car,2022-08-20 12:24:00
1,B,X216,Car,2022-08-20 14:05:00
2,C,X216,Car,2022-08-20 14:31:00
3,D,X216,Car,2022-08-20 15:34:00
0,D,X217,Car,2022-08-20 08:49:00
1,C,X217,Car,2022-08-20 09:48:00
2,B,X217,Car,2022-08-20 10:05:00
3,A,X217,Car,2022-08-20 13:30:00
0,A,X218,Car,2022-08-20 00:36:00
1,B,X218,Car,2022-08-20 02:49:00
2,C,X218,Car,2022-08-20 03:13:00
3,D,X218,Car,2022-08-20 03:52:00
0,D,X219,Car,2022-08-20 01:55:00
1,C,X219,Car,2022-08-20 03:12:00
2,B,X219,Car,2022-08-20 03:32:00
3,A,X219,Car,2022-08-20 06:04:00
0,A,X220,Truck,2022-08-20 07:16:00
1,B,X220,Truck,2022-08-20 08:59:00
2,C,X220,Truck,2022-08-20 09:11:00
3,D,X220,Truck,2022-08-20 10:16:00
0,D,X221,Truck,2022-08-20 23:44:00
1,C,X221,Truck,2022-08-21 01:51:00
2,B,X221,Truck,2022-08-21 01:57:00
3,A,X221,Truck,2022-08-21 04:45:00
0,A,X222,Tempo,2022-08-20 10:41:00
1,B,X222,Tempo,2022-08-20 12:54:00
2,C,X222,Tempo,2022-08-20 13:16:00
3,D,X222,Tempo,2022-08-20 14:24:00
0,D,X223,Truck,2022-08-20 04:09:00
1,C,X223,Truck,2022-08-20 07:02:00
2,B,X223,Truck,2022-08-20 07:24:00
3,A,X223,Truck,2022-08-20 10:59:00
0,A,X224,Truck,2022-08-20 20:51:00
1,B,X224,Truck,2022-08-20 23:02:00
2,C,X224,Truck,2022-08-20 23:22:00
3,D,X224,Truck,2022-08-21 00:28:00
0,D,X225,Car,2022-08-20 03:00:00
1,C,X225,Car,2022-08-20 03:52:00
2,B,X225,Car,2022-08-20 04:14:00
3,A,X225,Car,2022-08-20 07:34:00
0,A,X226,Tempo,2022-08-20 13:44:00
1,B,X226,Tempo,2022-08-20 17:17:00
2,C,X226,Tempo,2022-08-20 17:48:00
3,D,X226,Tempo,2022-08-20 18:41:00
0,D,X227,Truck,2022-08-20 11:22:00
1,C,X227,Truck,2022-08-20 14:18:00
2,B,X227,Truck,2022-08-20 14:31:00
3,A,X227,Truck,2022-08-20 18:13:00
0,A,X228,Truck,2022-08-20 09:30:00
1,B,X228,Truck,2022-08-20 11:37:00
2,C,X228,Truck,2022-08-20 11:50:00
3,D,X228,Truck,2022-08-20 13:19:00
0,D,X229,Tempo,2022-08-20 11:55:00
1,C,X229,Tempo,2022-08-20 12:51:00
2,B,X229,Tempo,2022-08-20 13:11:00
3,A,X229,Tempo,2022-08-20 16:31:00
0,A,X230,Car,2022-08-20 20:28:00
1,B,X230,Car,2022-08-20 23:09:00
2,C,X230,Car,2022-08-20 23:28:00
3,D,X230,Car,2022-08-21 00:38:00
0,D,X231,Tempo,2022-08-20 10:26:00
1,C,X231,Tempo,2022-08-20 11:23:00
2,B,X231,Tempo,2022-08-20 11:42:00
3,A,X231,Tempo,2022-08-20 15:15:00
0,A,X232,Car,2022-08-20 14:41:00
1,B,X232,Car,2022-08-20 17:12:00
2,C,X232,Car,2022-08-20 17:35:00
3,D,X232,Car,2022-08-20 18:22:00
0,D,X233,Truck,2022-08-20 06:20:00
1,C,X233,Truck,2022-08-20 08:58:00
2,B,X233,Truck,2022-08-20 09:17:00
3,A,X233,Truck,2022-08-20 12:23:00
0,A,X234,Truck,2022-08-20 18:17:00
1,B,X234,Truck,2022-08-20 20:42:00
2,C,X234,Truck,2022-08-20 21:02:00
3,D,X234,Truck,2022-08-20 21:52:00
0,D,X235,Tempo,2022-08-20 02:15:00
1,C,X235,Tempo,2022-08-20 03:12:00
2,B,X235,Tempo,2022-08-20 03:35:00
3,A,X235,Tempo,2022-08-20 06:32:00
0,A,X236,Truck,2022-08-20 04:45:00
1,B,X236,Truck,2022-08-20 07:27:00
2,C,X236,Truck,2022-08-20 07:48:00
3,D,X236,Truck,2022-08-20 09:05:00
0,D,X237,Car,2022-08-20 14:53:00
1,C,X237,Car,2022-08-20 15:44:00
2,B,X237,Car,2022-08-20 15:58:00
3,A,X237,Car,2022-08-20 19:39:00
0,A,X238,Truck,2022-08-20 12:56:00
1,B,X238,Truck,2022-08-20 15:25:00
2,C,X238,Truck,2022-08-20 15:38:00
3,D,X238,Truck,2022-08-20 16:39:00
0,D,X239,Tempo,2022-08-20 03:33:00
1,C,X239,Tempo,2022-08-20 04:31:00
2,B,X239,Tempo,2022-08-20 04:42:00
3,A,X239,Tempo,2022-08-20 08:19:00
0,B,X240,Tempo,2022-08-20 16:27:00
1,C,X240,Tempo,2022-08-20 16:50:00
2,D,X240,Tempo,2022-08-20 18:22:00
0,D,X241,Car,2022-08-20 19:05:00
1,C,X241,Car,2022-08-20 19:45:00
2,B,X241,Car,2022-08-20 20:02:00
3,A,X241,Car,2022-08-20 22:52:00
0,A,X242,Car,2022-08-20 13:31:00
1,B,X242,Car,2022-08-20 15:30:00
2,C,X242,Car,2022-08-20 15:51:00
3,D,X242,Car,2022-08-20 16:17:00
0,D,X243,Tempo,2022-08-20 02:23:00
1,C,X243,Tempo,2022-08-20 03:20:00
2,B,X243,Tempo,2022-08-20 03:36:00
3,A,X243,Tempo,2022-08-20 07:54:00
0,A,X244,Car,2022-08-20 13:36:00
1,B,X244,Car,2022-08-20 15:26:00
2,C,X244,Car,2022-08-20 15:51:00
3,D,X244,Car,2022-08-20 16:29:00
0,D,X245,Truck,2022-08-20 12:32:00
1,C,X245,Truck,2022-08-20 14:50:00
2,B,X245,Truck,2022-08-20 15:13:00
3,A,X245,Truck,2022-08-20 18:51:00
0,A,X246,Tempo,2022-08-20 19:50:00
1,B,X246,Tempo,2022-08-20 22:02:00
2,C,X246,Tempo,2022-08-20 22:21:00
3,D,X246,Tempo,2022-08-20 23:06:00
0,D,X247,Truck,2022-08-20 14:41:00
1,C,X247,Truck,2022-08-20 17:08:00
2,B,X247,Truck,2022-08-20 17:26:00
3,A,X247,Truck,2022-08-20 20:40:00
0,A,X248,Car,2022-08-20 17:57:00
1,B,X248,Car,2022-08-20 20:20:00
2,C,X248,Car,2022-08-20 20:45:00
3,D,X248,Car,2022-08-20 21:45:00
0,D,X249,Car,2022-08-20 13:19:00
1,C,X249,Car,2022-08-20 14:26:00
2,B,X249,Car,2022-08-20 14:49:00
3,A,X249,Car,2022-08-20 17:50:00
0,A,X250,Truck,2022-08-20 14:41:00
1,B,X250,Truck,2022-08-20 16:15:00
2,C,X250,Truck,2022-08-20 16:36:00
3,D,X250,Truck,2022-08-20 17:22:00
0,D,X251,Car,2022-08-20 05:42:00
1,C,X251,Car,2022-08-20 07:01:00
2,B,X251,Car,2022-08-20 07:19:00
3,A,X251,Car,2022-08-20 11:06:00
0,A,X252,Tempo,2022-08-20 23:00:00
1,B,X252,Tempo,2022-08-21 00:40:00
2,C,X252,Tempo,2022-08-21 01:08:00
3,D,X252,Tempo,2022-08-21 02:25:00
0,D,X253,Tempo,2022-08-20 03:58:00
1,C,X253,Tempo,2022-08-20 04:38:00
2,B,X253,Tempo,2022-08-20 05:00:00
3,A,X253,Tempo,2022-08-20 08:01:00
0,A,X254,Truck,2022-08-20 10:21:00
1,B,X254,Truck,2022-08-20 12:03:00
2,C,X254,Truck,2022-08-20 12:29:00
3,D,X254,Truck,2022-08-20 13:20:00
0,D,X255,Truck,2022-08-20 01:50:00
1,C,X255,Truck,2022-08-20 04:39:00
2,B,X255,Truck,2022-08-20 04:57:00
3,A,X255,Truck,2022-08-20 08:24:00
0,A,X256,Car,2022-08-20 11:42:00
1,B,X256,Car,2022-08-20 13:52:00
2,C,X256,Car,2022-08-20 14:01:00
3,D,X256,Car,2022-08-20 14:54:00
0,D,X257,Truck,2022-08-20 23:26:00
1,C,X257,Truck,2022-08-21 02:09:00
2,B,X257,Truck,2022-08-21 02:27:00
3,A,X257,Truck,2022-08-21 05:52:00
0,A,X258,Car,2022-08-20 08:17:00
1,B,X258,Car,2022-08-20 10:31:00
2,C,X258,Car,2022-08-20 10:50:00
3,D,X258,Car,2022-08-20 12:00:00
0,D,X259,Truck,2022-08-20 08:16:00
1,C,X259,Truck,2022-08-20 10:41:00
2,B,X259,Truck,2022-08-20 11:02:00
3,A,X259,Truck,2022-08-20 14:25:00
0,A,X260,Tempo,2022-08-20 17:41:00
1,B,X260,Tempo,2022-08-20 19:36:00
2,C,X260,Tempo,2022-08-20 19:56:00
3,D,X260,Tempo,2022-08-20 21:11:00
0,D,X261,Tempo,2022-08-20 07:17:00
1,C,X261,Tempo,2022-08-20 08:10:00
2,B,X261,Tempo,2022-08-20 08:22:00
3,A,X261,Tempo,2022-08-20 11:46:00
0,A,X262,Tempo,2022-08-20 02:39:00
1,B,X262,Tempo,2022-08-20 04:11:00
2,C,X262,Tempo,2022-08-20 04:24:00
3,D,X262,Tempo,2022-08-20 05:21:00
0,D,X263,Car,2022-08-20 11:52:00
1,C,X263,Car,2022-08-20 12:51:00
2,B,X263,Car,2022-08-20 13:11:00
3,A,X263,Car,2022-08-20 15:51:00
0,A,X264,Car,2022-08-20 11:20:00
1,B,X264,Car,2022-08-20 13:16:00
2,C,X264,Car,2022-08-20 13:40:00
3,D,X264,Car,2022-08-20 14:38:00
0,D,X265,Truck,2022-08-20 02:11:00
1,C,X265,Truck,2022-08-20 04:42:00
2,B,X265,Truck,2022-08-20 04:59:00
3,A,X265,Truck,2022-08-20 08:17:00
0,A,X266,Truck,2022-08-20 15:34:00
1,B,X266,Truck,2022-08-20 17:36:00
2,C,X266,Truck,2022-08-20 17:53:00
3,D,X266,Truck,2022-08-20 19:07:00
0,D,X267,Truck,2022-08-20 16:31:00
1,C,X267,Truck,2022-08-20 19:25:00
2,B,X267,Truck,2022-08-20 19:44:00
3,A,X267,Truck,2022-08-20 22:41:00
0,A,X268,Car,2022-08-20 11:14:00
1,B,X268,Car,2022-08-20 13:32:00
2,C,X268,Car,2022-08-20 13:43:00
3,D,X268,Car,2022-08-20 14:43:00
0,D,X269,Tempo,2022-08-20 23:09:00
1,C,X269,Tempo,2022-08-21 00:15:00
2,B,X269,Tempo,2022-08-21 00:37:00
3,A,X269,Tempo,2022-08-21 04:22:00
0,A,X270,Tempo,2022-08-20 02:16:00
1,B,X270,Tempo,2022-08-20 04:26:00
2,C,X270,Tempo,2022-08-20 04:52:00
3,D,X270,Tempo,2022-08-20 05:51:00
0,D,X271,Truck,2022-08-20 14:01:00
1,C,X271,Truck,2022-08-20 16:17:00
2,B,X271,Truck,2022-08-20 16:30:00
3,A,X271,Truck,2022-08-20 19:49:00
0,A,X272,Truck,2022-08-20 04:17:00
1,B,X272,Truck,2022-08-20 06:41:00
2,C,X272,Truck,2022-08-20 06:54:00
3,D,X272,Truck,2022-08-20 07:46:00
0,D,X273,Tempo,2022-08-20 02:24:00
1,C,X273,Tempo,2022-08-20 03:29:00
2,B,X273,Tempo,2022-08-20 03:59:00
3,A,X273,Tempo,2022-08-20 07:33:00
0,B,X274,Car,2022-08-21 00:35:00
1,C,X274,Car,2022-08-21 00:53:00
2,D,X274,Car,2022-08-21 02:02:00
0,D,X275,Tempo,2022-08-20 20:58:00
1,C,X275,Tempo,2022-08-20 22:30:00
2,B,X275,Tempo,2022-08-20 22:43:00
3,A,X275,Tempo,2022-08-21 02:01:00
0,A,X276,Car,2022-08-20 02:27:00
1,B,X276,Car,2022-08-20 05:39:00
2,C,X276,Car,2022-08-20 05:51:00
3,D,X276,Car,2022-08-20 06:39:00
0,D,X277,Tempo,2022-08-20 17:28:00
1,C,X277,Tempo,2022-08-20 18:36:00
2,B,X277,Tempo,2022-08-20 18:52:00
3,A,X277,Tempo,2022-08-20 22:15:00
0,A,X278,Truck,2022-08-20 19:48:00
1,B,X278,Truck,2022-08-20 22:11:00
2,C,X278,Truck,2022-08-20 22:30:00
3,D,X278,Truck,2022-08-20 23:35:00
0,D,X279,Tempo,2022-08-20 18:40:00
1,C,X279,Tempo,2022-08-20 19:51:00
2,B,X279,Tempo,2022-08-20 20:13:00
3,A,X279,Tempo,2022-08-21 00:04:00
0,A,X280,Car,2022-08-20 13:29:00
1,B,X280,Car,2022-08-20 15:30:00
2,C,X280,Car,2022-08-20 15:45:00
3,D,X280,Car,2022-08-20 16:49:00
0,D,X281,Car,2022-08-20 15:56:00
1,C,X281,Car,2022-08-20 16:44:00
2,B,X281,Car,2022-08-20 17:02:00
3,A,X281,Car,2022-08-20 20:05:00
0,A,X282,Tempo,2022-08-20 16:59:00
1,B,X282,Tempo,2022-08-20 18:55:00
2,C,X282,Tempo,2022-08-20 19:18:00
3,D,X282,Tempo,2022-08-20 20:21:00
0,D,X283,Car,2022-08-20 15:50:00
1,C,X283,Car,2022-08-20 16:49:00
2,B,X283,Car,2022-08-20 17:05:00
3,A,X283,Car,2022-08-20 20:15:00
0,A,X284,Car,2022-08-20 23:48:00
1,B,X284,Car,2022-08-21 01:31:00
2,C,X284,Car,2022-08-21 01:48:00
3,D,X284,Car,2022-08-21 02:50:00
0,D,X285,Car,2022-08-20 00:51:00
1,C,X285,Car,2022-08-20 02:08:00
2,B,X285,Car,2022-08-20 02:32:00
3,A,X285,Car,2022-08-20 06:03:00
0,B,X286,Tempo,2022-08-20 22:08:00
1,C,X286,Tempo,2022-08-20 22:29:00
2,D,X286,Tempo,2022-08-20 23:26:00
0,D,X287,Truck,2022-08-20 00:11:00
1,C,X287,Truck,2022-08-20 02:28:00
2,B,X287,Truck,2022-08-20 02:55:00
3,A,X287,Truck,2022-08-20 06:06:00
0,A,X288,Car,2022-08-20 05:39:00
1,B,X288,Car,2022-08-20 08:09:00
2,C,X288,Car,2022-08-20 08:22:00
3,D,X288,Car,2022-08-20 09:32:00
0,D,X289,Car,2022-08-20 14:27:00
1,C,X289,Car,2022-08-20 15:30:00
2,B,X289,Car,2022-08-20 15:55:00
3,A,X289,Car,2022-08-20 19:07:00
0,A,X290,Tempo,2022-08-20 21:33:00
1,B,X290,Tempo,2022-08-20 23:54:00
2,C,X290,Tempo,2022-08-21 00:12:00
3,D,X290,Tempo,2022-08-21 01:32:00
0,D,X291,Truck,2022-08-20 02:10:00
1,C,X291,Truck,2022-08-20 04:29:00
2,B,X291,Truck,2022-08-20 04:49:00
3,A,X291,Truck,2022-08-20 08:00:00
0,A,X292,Car,2022-08-20 05:40:00
1,B,X292,Car,2022-08-20 07:49:00
2,C,X292,Car,2022-08-20 08:05:00
3,D,X292,Car,2022-08-20 08:40:00
0,D,X293,Car,2022-08-20 22:54:00
1,C,X293,Car,2022-08-20 23:43:00
2,B,X293,Car,2022-08-20 23:52:00
3,A,X293,Car,2022-08-21 03:34:00
0,A,X294,Tempo,2022-08-20 15:26:00
1,B,X294,Tempo,2022-08-20 17:14:00
2,C,X294,Tempo,2022-08-20 17:32:00
3,D,X294,Tempo,2022-08-20 18:30:00
0,D,X295,Truck,2022-08-20 12:35:00
1,C,X295,Truck,2022-08-20 14:49:00
